gene,gene_effect,z_score,mean,stddev
SH3D19,-0.14886553863557078,-1.9561598075732691,0.016952746130395643,0.08476724862866584
RPA1,-3.18153734891303,-1.9538879399024822,-2.340872368450192,0.4302524025532371
B3GAT3,-0.705706308336471,-1.9508278025118104,-0.3001747904001657,0.20787663442880944
NCR2,-0.41487080382113384,-1.949414672082396,-0.1616190912682328,0.1299116684509066
TNFRSF14,-0.2638955582801895,-1.949139957433778,0.0015850755359761617,0.13620398720146054
KCTD18,-0.2971858084133784,-1.947599316586864,-0.03206319233322744,0.13612790568481714
PLAC8L1,-0.36865153616600127,-1.9459673984971446,-0.09062464356451752,0.14287335585179983
ESCO2,-0.7258983579086427,-1.945876014099295,-0.26146801388180385,0.23867417073940028
STXBP5,-0.17630219193294155,-1.9417447143822029,0.05024405518760012,0.11667148901838055
SGPP1,-0.5892556553638976,-1.9406172525359597,-0.28073091319774823,0.15898278847257252
TRIML1,-0.1361120492390403,-1.9402960611745839,0.09885206665794265,0.12109704317739238
TERF2IP,-0.38676996485450965,-1.9368622034971203,-0.11489054652154726,0.14037106916644243
PANK3,-0.38501158307903144,-1.9366040250920116,-0.15330926042338933,0.11964362340134738
ELMOD3,-0.5389617639616122,-1.933365165415463,-0.2532768824585344,0.14776560921520826
OTUD5,-0.9371892291875199,-1.9322436685910027,-0.30308369767040266,0.3281705831539915
EYA2,-0.18364832437588283,-1.9289848160224803,0.042359915162783174,0.11716434347300332
KLK11,-0.15971714352041355,-1.928204268516674,0.05407283897524603,0.11087517333426691
CACNG7,0.06782389739344077,-1.9276352615290144,0.30037969994209684,0.12064305275479921
TMSB4X,-0.4773996389267675,-1.926519087596609,-0.17562058287044377,0.15664472675056765
PC,-0.8316410796247219,-1.9240072847508234,-0.41776840231485185,0.21510972468249795
ABHD14A,-0.22307673019023375,-1.9235527352659916,0.0050124271259197875,0.11857702320004918
CYTH4,-0.2894447915156333,-1.9218321106131246,-0.06799612704146756,0.115227892827494
PHKB,-0.3116342413960677,-1.9201150467500285,-0.051488303727443445,0.13548455760968345
TAS1R3,-0.2688501611190627,-1.919961865424454,0.010043683981395365,0.145260096110712
SECISBP2,-0.4273400078391252,-1.919147399057307,-0.10998431834860012,0.1653628531328086
TMEM54,-0.455155890096801,-1.9191312932303244,-0.06773654994891473,0.20187224371490156
CCDC110,-0.13197040448836098,-1.91774948152795,0.1130630028433488,0.1277713328523398
CLDN16,-0.25917987984838775,-1.9170394872564205,0.01995218842521354,0.14560580005218482
PDE6D,-0.23575286469504203,-1.91550912450474,-0.02669664762103259,0.10913872160648752
RBP1,-0.14079736849265717,-1.9143661099483242,0.07588894000024789,0.11318958655131761
LRRC14B,-0.2621369424817057,-1.9143581504047298,0.030091554927577892,0.15265090147708318
CCT3,-3.2983328937208323,-1.9139009873263968,-2.541913878485794,0.39522369247100375
ASNS,-0.8016411076604062,-1.912722614050236,-0.2672406151600621,0.27939257296108305
TIGD2,-0.23416081901739588,-1.9122016427289157,-0.02866385681278709,0.10746615713149514
GLOD4,-0.26393692469798663,-1.911985902654325,-0.02373782866629909,0.12562806854288508
SLX4IP,-0.16333742459623302,-1.9062466197369228,0.0370873022736629,0.10514102676680741
FITM1,-0.3204587113586027,-1.9055853309961372,-0.039150775567099456,0.14762284911400458
C2orf50,-0.32652074198897213,-1.9037911623109032,-0.02295769481584984,0.159451862779237
NCKAP1,-1.1624398192932919,-1.899439664161303,-0.48540032373795516,0.3564416961116179
CEBPE,-0.4280905933237332,-1.8882525301297832,-0.17342155824102945,0.1348702204917474
DEDD,-0.2813271934896171,-1.888113319738732,-0.05659239665242382,0.11902611696436259
TJP1,-0.3853560509680736,-1.8849641449249044,-0.07693286245037968,0.1636228409692012
FCRLB,-0.19947562003870942,-1.884929827546016,0.022201098096786245,0.11760475901858684
SYNE2,-0.12226746480349088,-1.881444279252602,0.05317158313766782,0.0932470070337939
TEX44,-0.35639695159061485,-1.8805165565065272,-0.14806846282023867,0.11078258686400089
DNAI3,-0.37715672243651777,-1.8802231562768403,-0.14083529000035158,0.12568797041310914
KCNK9,-0.28841937223962666,-1.8788304483534404,-0.02928257231419849,0.13792452648003928
ISLR,-0.08144271197396377,-1.8787762380499227,0.11542549437455257,0.10478533971286323
LMBRD1,-0.13548793261691894,-1.8785096699396282,0.10257332410975505,0.12672878960177236
SDC1,-0.5246578533287949,-1.874128347881249,-0.2018479697292701,0.17224534486363743
SPATS1,-0.43512784799792925,-1.873664137639806,-0.18712844720788716,0.13236064874595876
